Name,Sources,Topics,Type,Link,Headline,Questions,Impact,Update,Evidence,Report,Author,Date,URL,Topics_Text
Scottish LA homelessness spending opaque,Devolved data,Geographic Scope; Analysis & Insights,Wish; Data quality,<button type='button' class='btn' id='76'>Details</button>,"Scottish local authorities do not publish transparent accounts of how much they spend on homelessness services, which makes accountability and policy evaluation harder",How much do councils spend on homelessness prevention and response?,Hinders evaluation of adequacy of homelessness services,NA,"""Like education, homelessness funding is an often-opaque area with the majority of
it delivered through the local government general revenue grant – and so, similar
to education, it is not possible to determine precise spend at a local authority area
where funding isn’t ring-fenced. However, we can again use the local government
finance green book to look at funding assumptions and provide a guide (table 5.1)."" (p44)
",Tipping the Scales: The social and economic harm of poverty in Scotland,IPPR,2023,https://www.ippr.org/articles/tipping-the-scales,Analysis & Insights (Policy Design & Evaluation); Geographic Scope (Local Authority)
Economic statistics ignore broader wellbeing measures,Other,Population Groups; Analysis & Insights,Wish,<button type='button' class='btn' id='77'>Details</button>,Economic statistics take a narrow view of wellbeing,What does economic wellbeing look like in the UK holistically?,Our understanding of wellbeing lacks comprehensiveness,NA,"""Understanding wellbeing – Standard economic metrics focus on employment and
income but fail to account for broader wellbeing measures, such as unpaid care burdens
and job insecurity, which disproportionately impact women."" (p3)
","Gender, data and the labour market:Why data collection is not gender neutral",Women's Budget Group,2025,https://www.wbg.org.uk/publication/gender-data-and-the-labour-market-why-data-collection-is-not-gender-neutral/,Analysis & Insights (Policy Design & Evaluation); Population Groups (Women & Gender)
FRS data cannot distinguish between benefit under-reporting and non-uptake or non-receipt of benefits,FRS / HBAI,Economic Resources; Poverty Characteristics; Population Groups; Geographic Scope; Analysis & Insights,Data linkage; Misc,<button type='button' class='btn' id='78'>Details</button>,"Benefits?receipt is under?reported in the FRS, which muddies assessment of why households in deep poverty receive no social security support.",What share of children in very deep poverty receive benefits?,"If benefits receipt was accurately accounted for in FRS, it would be easier to assess how much of the lack of support to households in deep poverty is because of poor uptake among the eligible.",DWP have been working on using benefits administrative data to replace survey questions about benefits.  Updated datasets since 2018/19 were released in 2026: https://www.gov.uk/government/collections/family-resources-survey--2,"It is unclear why just under 3 in 10 children in very deep poverty and, in turn, who are living in households with very low incomes, receive little to no support through social security. This could in part be due to known issues with benefits reporting in the Family Resources Survey, but households not claiming benefits to which they are entitled is very likely to also play a role.
",Children being left behind: deep poverty among families in Scotland,JRF,2025,https://www.jrf.org.uk/child-poverty/children-being-left-behind-deep-poverty-among-families-in-scotland,Analysis & Insights (Poverty Measurement); Geographic Scope (Devolved Nations); Population Groups (Children & Families); Poverty Characteristics (Deep Poverty); Economic Resources & Living Standards (Benefits & Social Security)
"Current data infrastructure does not support rapid, universal cash payments",Unspecified admin data,Economic Resources; Essential Services; Analysis & Insights,Wish; Misc,<button type='button' class='btn' id='79'>Details</button>,"Current data infrastructure does not allow for rapid, universal cash support payments to all households in the country",How can government social security policies be quicker and more responsive in the face of newly emergent needs?,"Policies to fight emergency economic distress are slow, inefficient, and poorly targeted.  ",NA,"The new system [of one-off cost-of-living payments] would establish the first means for the government to pay cash support to all households in the country, which could be used as a powerful means of welfare support in future. National insurance numbers would also allow the government to link households with their HMRC data, giving the option to target future payments by household income if needed (outside of means-tested benefits, the government can currently only target support by individual income, which could lead to over-supporting or under-supporting at the household level). (p16)
","Warm Homes, Cool Planet",New Economics Foundation,2022,https://neweconomics.org/2022/09/warm-homes-cool-planet,Analysis & Insights (Targeting & Eligibility); Essential Services & Living Conditions (Energy Poverty); Economic Resources & Living Standards (Benefits & Social Security)
Accessibility of Census data tools could be improved for non-technical data users,Census data,Population Groups; Geographic Scope,Data access,<button type='button' class='btn' id='80'>Details</button>,Census data are not always user-friendly or easily accessible for non-technical users.,Various,Some users may be excluded from accessing the data,NA,"The ONS should continue to develop its accessibility tools by adding the option to present downloaded census data in a pre-made table format similar to its NOMIS platform. The list format in which data is currently presented requires an understanding of how to analyse and interpret data through the use of formulae and/or tools such as Excel PivotTables. The option to include rates (percentages) alongside observations would further improve accessibility by removing the need for an understanding of how to do this within Excel. Finally, functionality could be improved by enabling the data to be examined across different area types (e.g., Local Authorities and regions)within the same spreadsheet. This would encourage more assessment of absolute as well as relative gender inequalities.
",The Census and Feminism: How Census 2021 Data Benefits Feminist Analysis and Activism,Women’s Budget Group & Global Institute for Women’s Leadership,2023,https://wbg.org.uk/wp-content/uploads/2023/08/The-Census-and-Feminism-report-August-2023.pdf#page=19.08,Geographic Scope (Devolved Nations); Population Groups (Women & Gender)
Statutory homelessness stats are collected differently in each devolved nation and also undercount disabled homeless population,Devolved data; Homelessness data,Essential Services; Population Groups; Analysis & Insights,Sufficiency; Standardisation and Harmonisation,<button type='button' class='btn' id='81'>Details</button>,"Published statutory statistics only include disability data for households found to be owed a homelessness duty by their local council, even though this does not cover all people experiencing homelessness.","What is the true scale of homelessness among people with disabilities across the UK, given inconsistent statutory recording?How do differing definitions and practices shape the evidence base?",Under-recognition of the scale of disabled homelessness,NA,"""Differences in the way homelessness is assessed affect how the
number of people with disabilities experiencing homelessness is
recorded. It is a legal requirement that local authorities collect and
report data on people owed a homelessness duty. This is collected via
the Homelessness Case Level Collection (H-CLIC) in England and the
Access Homelessness Monitoring System (HL1) in Scotland. Statistics
on homelessness for Northern Ireland are sourced from the NIHE, and
in Wales data are collected by local housing authorities via quarterly
statistical returns and published on StatsWales. Additional annual
homelessness data is published on the Welsh Government website. Excluding Northern Ireland, published statutory statistics only
include disability data for households which were found to be owed
a homelessness duty by their local council. People with disabilities
applying for homelessness support may be referred to social services and there are no national guidelines regarding how priority need
and vulnerability are assessed. It is therefore likely that statutory
homelessness statistics underestimate the number of people with
disabilities experiencing homelessness across the UK."" (p14-15)
",Homelessness and Disability in the UK,Centre for Homelessness Impact,2023,https://assets-global.website-files.com/59f07e67422cdf0001904c14/645a76da097c6dad33fcc423_CHI-disabilities-homelessness23.pdf,Analysis & Insights (Poverty Measurement); Essential Services & Living Conditions (Housing & Homelessness); Population Groups (Disability)
"Uninsurance data missing, distorting poverty premium",Other,Economic Resources; Poverty Characteristics; Analysis & Insights,Wish,<button type='button' class='btn' id='82'>Details</button>,"Data on uninsurance rates are hard to get, and uninsurance is not reflected in poverty premiums.",How do protected characteristics intersect to influence exposure to poverty premiums?,Lack of uninsurance data potentially distorts interpretation of poverty premium estimates,NA,"However, based on the survey data, the risk of incurring insurance-based poverty premiums seems to be lower among people with protected characteristics, because people from BAME groups, lone parents, and people with disabilities, particularly those with mental health issues, were less likely to hold any insurance. Being uninsured may of course lead to worse detriment than paying over the odds. This ‘going without’ is often the flip side of paying a poverty premium (Davies et al, 2016). It can signify a level of poverty or exclusion from the market that bars participation in even basic services and goods. This deprivation is not reflected in increased poverty premiums but needs to be accounted for. As it is difficult to measure, it is easily overlooked, but should be recognized as a feature of poverty as tangible as the poverty premium itself. (p7)
",The Inequality of Poverty,University of Bristol Personal Finance Research Centre,2021,https://www.bristol.ac.uk/media-library/sites/geography/pfrc/The-Inequality-of-Poverty-Full-Report.pdf,Analysis & Insights (Intersectionality & Subgroups); Poverty Characteristics (Uninsurance); Economic Resources & Living Standards (Costs & Expenditure)
Siloed systems hinder early homelessness identification,Not stated,Misc,Data sharing,<button type='button' class='btn' id='83'>Details</button>,Siloed data systems and incompatible monitoring hinder early identification of people at risk of homelessness.,How can improved data sharing and architecture enable earlier intervention in homelessness?,Prevents early identification of at-risk individuals and timely preventative support.,NA,"“The government should invest in improved data sharing and architecture… systemic barriers, including a siloed working culture and incompatible or, at least, poorly aligned data-collection and monitoring systems across government, significantly hinder opportunities to identify people who are at risk of homelessness much earlier.” (pp. 31-32)
",A smarter approach to homelessness,Institute for Government & Centre for Homelessness Impact,2025,https://www.instituteforgovernment.org.uk/sites/default/files/2025-05/A-smarter-approach-to-homelessness.pdf,
FRS lacks religion data and ethnicity samples are small,FRS / HBAI,Population Groups; Analysis & Insights,Sufficiency,<button type='button' class='btn' id='84'>Details</button>,Missing religion data and small ethnicity samples restrict Intersectionality & Subgroups,How do poverty risks vary by religion and ethnicity among larger families?,Breakdown of poverty trends for religious groups is not possible,NA,"“The FRS does not collect data on religion, but it does include data on ethnicity, allowing us to construct a consistent time-series back to 2001/02, although sample sizes are small.” (p 15)
","A time of need: Exploring the changing
poverty risk facing larger families in
the UK",LSE CASE - Stewart et al.,2021,https://sticerd.lse.ac.uk/dps/case/cp/casepaper224.pdf,Analysis & Insights (Intersectionality & Subgroups); Population Groups (Ethnic Minorities)
Small Scotland samples in FRS force seven-year data pooling,FRS / HBAI,Poverty Characteristics; Population Groups; Geographic Scope; Analysis & Insights,Sufficiency,<button type='button' class='btn' id='85'>Details</button>,Small Scotland/sub?group samples force pooling across a very wide time window (7 years),How many children are in very deep poverty in Scotland?,Analysis over time becomes very crude and not sensitive to active changes in the policy environment,NA,"In the most recent data (2016–23 – we move to a 7-year average in the remainder of this briefing to avoid a small sample size and increased volatility), people in households with children in very deep poverty are, on average, 54% below the poverty line. This means that their incomes are less than half of what is needed to reach the poverty line. Just over 3 in 10 children in poverty are in households in very deep poverty.
",Children being left behind: deep poverty among families in Scotland,JRF,2025,https://www.jrf.org.uk/child-poverty/children-being-left-behind-deep-poverty-among-families-in-scotland,Analysis & Insights (Poverty Measurement); Geographic Scope (Devolved Nations); Population Groups (Children & Families); Poverty Characteristics (Deep Poverty)
Lack of individual-level homelessness intervention engagement data,Devolved data,Essential Services; Geographic Scope; Analysis & Insights,Data quality,<button type='button' class='btn' id='86'>Details</button>,Lack of individual-level data on engagement with homelessness interventions limits ability to accurately measure impact of intervention.,Are a variety of homelessness interventions effective at tackling homelessness?,Impact evaluation suffers since treatment cannot be precisely attributed to individuals,NA,"""We see no significant impacts of the three interventions being evaluated on our primary
outcome — whether a young care leaver is identified as homeless by the local authority. Although this is disheartening, we must consider the shortcomings of our analysis.Specifically, by using local authority-level dosage data, and individual-level outcomes
data, we are unable to attribute a specific individual’s treatment to that individualexperiencing homelessness, or ceasing to. This means that our analysis is broadly anintention to treat at the level of the local authority/year, and we are in effect evaluatingthe impact of making heavier use of the intervention, compared to the past and
compared to peer local authorities. This type of analysis, although not expected to be
biased, is very likely to be attenuated, with any impact of the intervention on outcomesfor a treated individual “watered down” by the outcomes for care leavers in the samelocal authority who did not receive the intervention.
Perhaps most importantly for our interpretation, two of the interventions —Housing
First and A Bed Every Night — aim to reduce rough sleeping by placing people into
temporary or emergency accommodation. Although these might have downstream
effects on homelessness per se, the main impacts are likely to shift people between
different types of homelessness, which are not differentiated in our data."" (p34)
",Investigating the Impacts of Housing Interventions on Homelessness among Care Leavers in Greater Manchester,Centre for Homelessness Impact (CHI) & Greater Manchester Combined Authority,2025,https://cdn.prod.website-files.com/646dd81ef095aa13072c44e0/68385f84797203d2246a4fe7_CHI_GMCA_Care%20Leavers_Homelessness.pdf,Analysis & Insights (Policy Design & Evaluation); Geographic Scope (Local Authority); Essential Services & Living Conditions (Housing & Homelessness)
"Bottom 5% excluded from analysis, data unreliable",FRS / HBAI,Economic Resources; Poverty Characteristics; Analysis & Insights,Data linkage; Misc,<button type='button' class='btn' id='87'>Details</button>,Researchers exclude bottom 5% of income distribution from analysis due to HBAI data quality concerns,Measuring incomes for the very poorest households?,Poorest households not properly analysable,DWP have been working on using benefits administrative data to replace survey questions about benefits.  Updated datasets since 2018/19 were released in 2026: https://www.gov.uk/government/collections/family-resources-survey--2,"“We exclude the bottom 5 per cent, due to concerns about the reliability of data for this group.” (p42)  Comes in the context of looking at income trends for various groups.
",The Living Standards Audit 2022,Resolution Foundation,2022,https://www.resolutionfoundation.org/publications/the-living-standards-audit-2022/,"Analysis & Insights (Distributional Analysis); Poverty Characteristics (Deep Poverty); Economic Resources & Living Standards (Employment, Income & Earnings)"
Home Office asylum data severely limited,Home Office admin data,Population Groups; Analysis & Insights,Sufficiency,<button type='button' class='btn' id='88'>Details</button>,"Home Office publishes very limited disaggregated information on children in asylum-seeking families or about Asylum Support claims, leaving major information gaps about who they are and what support they need.","How many children are in families receiving Asylum Support and what are their characteristics (age, disability, family structure, etc)?",A basic understanding of asylum-seeking children and their families cannot be obtained,NA,"""[Children's] ‘invisibility’ is also apparent in the lack of basic demographic and
disaggregated data available to inform policymaking, research, and service
development.... Yet beyond this, there is
very limited publicly available, disaggregated information about children
applying for asylum in the UK with their families. Aside from a basic count
and some demographic information on children’s sex, nationality, and
broad age categories, there is no data on children’s ethnicity, race or
religion, or those of their parents. Nor is there any publicly available data
on family structure and size, the precise age ranges of children, or whether
they or their parents have a disability. The publicly available data tends to
categorise applicants as either ‘main applicants’ or ‘dependents’, so while
it may be possible to obtain some age-disaggregated data, it is not possible
to know the relationship between adults and children within family groups,
such as whether children are claiming asylum with parents, older siblings,
grandparents, or other carers."" (p1)
",Unseen Children: The hidden lives of children in families seeking asylum in the UK,"Ilona Pinter, Centre for Analysis of Social Exclusion (LSE)",2024,https://sticerd.lse.ac.uk/dps/case/cp/casepaper237.pdf,Analysis & Insights (Poverty Measurement); Population Groups (Migrants)
Census 2021 omits crucial information on gendered economic inequality,Census data,Economic Resources; Population Groups; Analysis & Insights,Sufficiency,<button type='button' class='btn' id='89'>Details</button>,"Census 2021 omits key variables, including income, earnings, and social security, but also parenting/childcare and experiences of violence.",Various,"Census 2021 is not as useful as other data sources for feminist economic analysis, and the potential strengths of the Census can't be leveraged for understanding questions of interest to feminist researchers.  See quoted Recommendation relating to this gap.",NA,"The exclusion of key topic areas limits the census as a tool for illuminating gender inequality. For example, no data is collected regarding incomes, earnings or social security, all of which are crucial for developing an understanding of women’s economic inequality. There is also no data measuring time spent caring for dependent children (which is not included in the census classification of ‘unpaid care’) or violence against women and girls, which are both central feminist issues. (p8)
",The Census and Feminism: How Census 2021 Data Benefits Feminist Analysis and Activism,Women’s Budget Group & Global Institute for Women’s Leadership,2023,https://wbg.org.uk/wp-content/uploads/2023/08/The-Census-and-Feminism-report-August-2023.pdf#page=19.08,"Analysis & Insights (Intra-Household Inequality); Essential Services & Living Conditions (Health & Care); Population Groups (Women & Gender); Economic Resources & Living Standards (Employment, Income & Earnings)"
Vendor systems constrain LWA data capture,Devolved data,Geographic Scope; Analysis & Insights,Standardisation and Harmonisation; Misc,<button type='button' class='btn' id='90'>Details</button>,Vendor systems and local coding practices constrain what LWA data can be captured.,How can councils consistently evaluate LWA effectiveness and compare schemes?,Fragmentation and inconsistent coding reduce comparability and completeness.,NA,"Data currently held by councils has limitations for LWA scheme evaluation purposes. LWA administration data supplied to Policy in Practice for this project shows significant variation between councils. Councils typically use LWA software provided by one of three suppliers, Civica, Capita, or Northgate, and the range of data that can be collected is partially determined by the software supplier. Software suppliers are usually willing to add additional fields but any council specific additions to the standard software can prove expensive for councils. Across councils using the same software there is also variation as councils set borough-specific codes and determine their own use of data fields.  (p19)
",Evaluation of Local Welfare Assistance: Final framework and research findings,Policy in Practice,2023,https://policyinpractice.co.uk/publication/evaluation-of-local-welfare-assistance-programmes/,Analysis & Insights (Policy Design & Evaluation); Geographic Scope (Local Authority)
Information on income and energy bills is not integrated,Unspecified admin data,Economic Resources; Essential Services; Analysis & Insights,Data linkage,<button type='button' class='btn' id='91'>Details</button>,Lack of integrated information about income and energy bills limits the effectiveness of emergency policy measures.,How can winter fuel payments be most effectively targetted towards people who need them?,"Policy cannot be targeted as effectively or efficiently as it could, which limits government's ability to respond to crises.",NA,"“Designing a solution that meets all of these criteria is decidedly tricky. Our most obvious “tool” is the benefit system, but that confronts take-up problems, and lacks information on households’ energy needs. The alternative mechanism – acting more directly on energy bills – can easily pick out high costs, but is unable to pinpoint who has a low income. ” (p. 9)

“Sadly, tardy progress on required data matching within Government … means that it is simply too late to have a comprehensive social tariff up and running this winter.” (p. 12)

“All potential quick fixes are imperfect … there is not yet a good and systematic way to target those with low incomes and high fuel bills.” (p. 12)
",Cold Comfort: Mitigating the Winter Fuel Payment cut,Resolution Foundation,2024,https://www.resolutionfoundation.org/publications/cold-comfort/,Analysis & Insights (Targeting & Eligibility); Essential Services & Living Conditions (Energy Poverty); Economic Resources & Living Standards (Costs & Expenditure)
Mental health definition inconsistent across NHS trusts,Devolved data,Economic Resources; Essential Services; Analysis & Insights,Standardisation and Harmonisation,<button type='button' class='btn' id='92'>Details</button>,Lack of shared definition of mental health across NHS trusts may may limit comparability of data across geographies,What is the prevalence of mental health issues in the UK?,"Inconsistent definitions mean mental-health statistics cannot be compared across areas or tracked over time, masking the true scale of mental-health-driven economic inactivity and poverty.",NA,"""There is a real growth in mental health problems in the UK.... Yet incredibly NHS Mental Health Trusts do not have a universally understood definition of mental health: only three of the 49 trusts define mental health at all."" (pg 9)
",How to Get Britain Working (and Pay the Bills),Centre for Social Justice,2025,https://www.centreforsocialjustice.org.uk/wp-content/uploads/2025/03/CSJ-Get_Britain_Working.pdf,"Analysis & Insights (Poverty Measurement); Essential Services & Living Conditions (Health & Care); Economic Resources & Living Standards (Employment, Income & Earnings)"
Low FRS/HBAI sample sizes limit subgroup poverty analysis,FRS / HBAI,Population Groups; Analysis & Insights,Sufficiency,<button type='button' class='btn' id='93'>Details</button>,Low FRS/HBAI sample size for some groups of children reduces statistical power of analysis of poverty among subgroups.,How did child poverty rates change for different groups of children during the first part of the 21st century?,"Statistical power is reduced for various subgroups of children, making detection of significant changes over time or between groups harder",NA,"“One key issue relates to sample size. As is wellknown, FRS/HBAI sample size is low for some groups of children. For thepurposes of the SPDO child poverty research exercise, in order to makebest use of the available data, we planned at the outset to base our mainestimates for some breakdowns (ethnicity, region and young carer status)using a pooled data approach. In addition, as the analysis progressed, inundertaking the descriptive analysis, we carefully followed DWPrecommendations in using new bespoke resamples datasets that estimateuncertainty around our child poverty estimates. The main advantage of thisapproach is that the FRS complex survey design can be accounted for whenstatistical significance is assessed. However, one key issue we encounteredis that the resamples datasets contains only around half the number ofunique households of the original sample. Consequently, sample size forchildren is further reduced and this is a particular concern for the smallerbreakdowns that are the specific focus of this paper and this has potentialimplications for statistical power and the assessment of statisticalsignificance.... However, looking forward, we believe that to address these issues of sample size, it might ultimately be necessary to increase sample size in the FRS survey to support the analysis of trends in child poverty for smaller social groups more adequately.” (p6-7)
","Going backwards? The slowdown, stalling and reversal of progress in reducing child poverty in Britain during the second decade of the 21st century",LSE CASE – Vizard et al.,2023,https://sticerd.lse.ac.uk/dps/case/spdo/spdorp14.pdf,Analysis & Insights (Intersectionality & Subgroups); Population Groups (Children & Families)
Poor data sharing keeps services siloed,Devolved data,Essential Services; Population Groups; Analysis & Insights,Data sharing,<button type='button' class='btn' id='94'>Details</button>,Poor data-sharing means services remain siloed,How can services better work together to improve the lives of children in local areas?,Services remain disjointed and efforts may be duplicated,NA,"“Reform should pay strong attention to ease of access, and should improve the interoperability of services by improving data sharing. Local authorities should work with the NHS to establish partnerships and joint commissioning of services around a set of shared outcomes for the local community. By partnering with community organisations, they should aim to close gaps between services, improve outreach to identify children who are ‘invisible’, and build trust in support services.” (p19)

""Many centres and hubs cannot access the data they require
to understand and meet local needs, and do not know how many
children or families live in the areas they serve. This makes outreach
more challenging, and some children and parents miss out on support
at a crucial time in their lives. The methods currently used to collect
data are often patchy, unreliable and financially inefficient.76 Some
centres have formal arrangements with other local agencies to
access this data, but others do not."" (p42)
",Early Years Commission: A Cross-Party Manifesto,"Centre for Social Justice, Fabian Society",2021,https://www.centreforsocialjustice.org.uk/wp-content/uploads/2021/07/CSJJ8647-Early-Years-Commission-report-210706.pdf,Analysis & Insights (Policy Design & Evaluation); Essential Services & Living Conditions (Health & Care); Population Groups (Children & Families)
"LFS, FRS, ASHE suffer declining response rates",LFS; FRS / HBAI; ASHE,Economic Resources; Analysis & Insights,Sufficiency,<button type='button' class='btn' id='95'>Details</button>,"LFS and other datasets suffer from declining response rates, volatility, and gaps in capturing workforce trends.",Various labour-market related questions,Secondary employment is undercounted in major surveys,NA,"Recent scrutiny of the Labour Force Survey (LFS) has highlighted major issues in labour market data collection, including declining response rates, volatility and gaps in capturing workforce trends. These challenges are not unique to the LFS. Similar issues affect other important datasets, such as the Family Resources Survey (FRS) and the Annual Survey of Hours and Earnings (ASHE).	
",Independent Review into National Statistics,Women's Budget Group,2025,https://www.wbg.org.uk/article/independent-review-into-national-statistics/,"Analysis & Insights (Poverty Measurement); Economic Resources & Living Standards (Employment, Income & Earnings)"
Poorest 5% excluded from FRS distributional analysis,FRS / HBAI,Economic Resources; Poverty Characteristics; Analysis & Insights,Data linkage; Misc,<button type='button' class='btn' id='96'>Details</button>,The poorest 5 % of households are excluded from FRS distributional analysis because of unreliable data,What would be the distributional impacts of replacing UC with a National Living Income?,Very bottom of the income distribution not accounted for in analysis of theoretical change in policy,NA,"“The first vingtile of households, i.e. the poorest 5 % of households in the FRS are dropped from distributional analysis due to inconsistent data in the FRS but are retained in total costings.” (p25)
",The National Living Income: Guaranteeing a Decent Minimum Income for All,New Economics Foundation,2022,https://neweconomics.org/2022/12/the-national-living-income,"Analysis & Insights (Distributional Analysis); Poverty Characteristics (Deep Poverty); Economic Resources & Living Standards (Employment, Income & Earnings)"
Income-based poverty measures struggle to account for differential experiences of inflation across the income distribution without actual costs data,FRS / HBAI,Economic Resources,Sufficiency,<button type='button' class='btn' id='97'>Details</button>,"Income-based poverty measures as found in HBAI / FRS are not complemented by sufficient costs data to account for rapid and heterogeneous inflation across the income distribution, which led researchers to rely on deprivation metrics instead.",How well do real-income trends capture people's experience when inflation differs across income groups?,"Comparative analysis of trends in real incomes become somewhat less reliable during periods of high, heterogeneous inflation. Alternative metrics (more crude deprivation indicators) were used as a way around the lack of cost data.",NA,"“Looking at a measure of material deprivation is particularly important in recent years, as measures of real household incomes, by construction, assume that all people face the same inflation rates. This has not been true during the cost-of-living crisis as higher gas, electricity and food prices have disproportionately affected lower-income people.” (p 16)
",How have pensioner incomes and poverty changed in recent years?,IFS,2024,https://ifs.org.uk/publications/how-have-pensioner-incomes-and-poverty-changed-recent-years,Analysis & Insights (Poverty Measurement); Economic Resources & Living Standards (Costs & Expenditure)
Student homelessness rates unknown,National Student Survey,Essential Services; Population Groups; Analysis & Insights,Wish,<button type='button' class='btn' id='98'>Details</button>,No systematic data on the rate of student homelessness.,What is the prevalence and what are the risk factors for homelessness among UK students?,Universities cannot target prevention support for at-risk students without basic prevalence data,NA,"“They could start by collecting data on the housing stability of their students… Rates and instances of homelessness among students in the UK should be the subject of further robust research.” (p8)

""Some of this information may be held by universities on their student records management system; but how many would really know, and indeed follow up, if an undergraduate was evicted from or left private rented housing to sleep on a course mate’s sofa? ... Adding one simple question on housing stability to anonymised surveys of their current students would fill a gap in this data."" (p29)
",Could Universities Do More to End Homelessness?,Centre for Homelessness Impact,2022,https://cdn.prod.website-files.com/59f07e67422cdf0001904c14/62f664761068fd22e8697afe_CHI_UNIVERSITIES_POLICY_PAPER_V04.pdf,Analysis & Insights (Intersectionality & Subgroups); Essential Services & Living Conditions (Housing & Homelessness); Population Groups (Other)
HBAI samples too small for insights into ethnic sub-groups,FRS / HBAI,Economic Resources; Population Groups; Analysis & Insights,Sufficiency,<button type='button' class='btn' id='99'>Details</button>,"HBAI sample sizes are too small to reveal differences in child poverty between specific Black ethnic sub-groups, even after grouping multiple years of data","How does child poverty vary across detailed ethnic sub-groups, and how are those inequalities changing over time?",Important poverty trends remain invisible,NA,"“Unfortunately, one of the key difficulties with understanding the nuances in child poverty by ethnicity is that we do not gather enough data for a detailed or up-to-date analysis of the issue. For instance, the survey we use to estimate poverty in the UK does not sample enough Black and minority ethnic families to produce poverty estimates with just a single year of data so we have to average the data over three years. Even then, the sample is not large enough to break down people with a ‘Black ethnicity’ into smaller groups. This is especially important as there are distinct differences between Black Caribbean and Black African communities that are masked by this aggregation.” (p. 3)
",Inequalities amplified – The alarming rise of child poverty in the UK,"Child Poverty Action Group (CPAG), Women's Budget Group, and Runnymede Trust",2023,https://cpag.org.uk/sites/default/files/2023-12/Inequalities_amplified.pdf,"Analysis & Insights (Intersectionality & Subgroups); Population Groups (Children & Families); Economic Resources & Living Standards (Employment, Income & Earnings)"
Multiple specific LWA data issues,Devolved data,Geographic Scope; Analysis & Insights,Standardisation and Harmonisation; Misc,<button type='button' class='btn' id='100'>Details</button>,"Variety of specific issues with LWA, largely having to do with data that are not collected or not collected consistently across council systems.",Various,"Evaluation of LWA is made more challenging or impossible, particularly when trying to examine it from several specific angles.",NA,"There are a variety of specific data issues with LWA that go into more detail than is necessary for this spreadsheet, but are largely subsumed by the relevant rows above.  Details can be found in Appendix 1 and Appendix 2.
",Evaluation of Local Welfare Assistance: Final framework and research findings,Policy in Practice,2023,https://policyinpractice.co.uk/publication/evaluation-of-local-welfare-assistance-programmes/,Analysis & Insights (Policy Design & Evaluation); Geographic Scope (Local Authority)
NOLB lacks outcomes measurement framework,Not stated,Economic Resources; Geographic Scope; Analysis & Insights,Wish,<button type='button' class='btn' id='101'>Details</button>,No One Left Behind scheme in Scotland lacks a measurement framework or data collection to track employment outcomes associated with its intervention,Are NOLB interventions successful at generating positive employment outcomes for those in poverty?,Evaluation of a policy will not be possible in a robust way,NA,"""In any system that is seeking to support people with a range of needs and at
differing levels of readiness for the labour market, parking and creaming must
be avoided or you risk pushing people even further away. However, that does
not mean that transparency and accountability of funding should not exist.
Indeed, while an explicit purpose of NOLB was to judge success by more than
job outcomes, there is no clear measurement framework, or data collection/
publication, to evidence what those outcomes are.
While the government provides grant funding to each local authority for NOLB –
and this will be supplemented by funding for previously FSS-delivered services
– it is not clear on what basis these grant amounts are arrived at or what is
expected in return."" (p32)
",The Role of Employability in Tackling Poverty,IPPR,2024,https://ippr-org.files.svdcdn.com/production/Downloads/Working-wonders-March-24.pdf?dm=1728042291,"Analysis & Insights (Policy Design & Evaluation); Geographic Scope (Devolved Nations); Economic Resources & Living Standards (Employment, Income & Earnings)"
We lack good time series data on rough sleeping trends,DLUHC admin data; Homelessness data,Essential Services; Analysis & Insights,Wish,<button type='button' class='btn' id='102'>Details</button>,Lack of comprehensive time-series data on rough sleeping trends,How have levels of rough sleeping changed over time and across regions in the UK?,Research relies on snapshot surveys that don't give a comprehensive picture of rough sleeping,NA,"“Due to a lack of data, it is difficult to form a complete picture of how trends in rough sleeping have changed over time.” (p. 167)
",Two Nations: The State of Poverty in the UK,Centre for Social Justice,2023,https://www.centreforsocialjustice.org.uk/wp-content/uploads/2023/12/CSJ-Two_Nations.pdf,Analysis & Insights (Poverty Measurement); Essential Services & Living Conditions (Housing & Homelessness)
"Welsh constituencies excluded, lack comparable deprivation data",Indices of Multiple Deprivation,Geographic Scope; Analysis & Insights,Standardisation and Harmonisation,<button type='button' class='btn' id='103'>Details</button>,Welsh constituencies excluded from analysis due to a lack of comparable deprivation data between England and Wales,What does deprivation look like for seats held by different political parties?,Welsh constituencies excluded from analysis,NA,"“The data [about deprivation by parliamentary constituency] isn’t available outside of England, so Welsh constituencies are excluded.” (p. 61)
",Painting the towns blue,Resolution Foundation,2020,https://www.resolutionfoundation.org/publications/painting-the-towns-blue/,Analysis & Insights (Poverty Measurement); Geographic Scope (Devolved Nations)
